Name,Rating,Rating_count,Description,highly_rated_for
Toyota Industries Engine India,4.4,(557),Auto Components | Hyderabad / Secunderabad +14 other locations,"Company Culture, Work Life Balance, Job Security"
Applied Materials,3.7,(555),Semiconductors | Hyderabad / Secunderabad +11 other locations,
Transport Corporation Of India,3.8,(556),Logistics | Hyderabad / Secunderabad +82 other locations,Job Security
Baker Hughes,4.1,(556),Oil & Gas | Hyderabad / Secunderabad +38 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
Levi Strauss & Co.,4.2,(555),Fashion & Textile | Hyderabad / Secunderabad +80 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Herbalife International,4.0,(554),Healthcare | Hyderabad / Secunderabad +84 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
Expleo Group,3.4,(552),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,
Voyants Solutions,3.7,(551),Engineering & Construction | Hyderabad / Secunderabad +89 other locations,
Voyants Solutions,3.7,(551),Engineering & Construction | Hyderabad / Secunderabad +89 other locations,
Wabtec,3.9,(552),Auto Components | Hyderabad / Secunderabad +27 other locations,"Job Security, Work Life Balance"
Damco Solutions,3.6,(550),IT Services & Consulting | Hyderabad / Secunderabad +23 other locations,
Lulu International Shopping Mall,3.8,(550),Retail | Hyderabad / Secunderabad +41 other locations,Job Security
General Motors,4.1,(550),Automobile | Hyderabad / Secunderabad +37 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Gayatri Projects,3.9,(549),Engineering & Construction | Hyderabad / Secunderabad +71 other locations,
Solara Active Pharma Sciences,3.7,(551),Pharma | Hyderabad / Secunderabad +19 other locations,
Western Refrigeration,3.8,(548),Industrial Machinery | Hyderabad / Secunderabad +40 other locations,"Job Security, Salary & Benefits"
DB Schenker,4.3,(548),Logistics | Hyderabad / Secunderabad +40 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Congruex Asia Pacific,3.7,(547),Engineering & Construction | Hyderabad / Secunderabad +24 other locations,"Company Culture, Work Life Balance"
HUDL,3.2,(547),Software Product | Hyderabad / Secunderabad +17 other locations,
Inox Wind,3.8,(546),Power | Hyderabad / Secunderabad +41 other locations,"Job Security, Work Life Balance"
Iron Mountain Inc,3.8,(546),IT Services & Consulting | Hyderabad / Secunderabad +48 other locations,Work Life Balance
Unimoni,3.9,(545),FinTech | Hyderabad / Secunderabad +134 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Dhani Healthcare,3.5,(545),FinTech | Hyderabad / Secunderabad +81 other locations,
Kiya.ai,3.6,(546),IT Services & Consulting | Hyderabad / Secunderabad +18 other locations,
BUSINESSNEXT,3.5,(545),Software Product | Hyderabad / Secunderabad +9 other locations,
HashedIn by Deloitte,4.0,(545),IT Services & Consulting | Hyderabad / Secunderabad +16 other locations,"Job Security, Company Culture, Skill Development / Learning"
Practo,3.0,(544),Internet | Hyderabad / Secunderabad +24 other locations,
L & W Constructions,3.9,(544),Engineering & Construction | Hyderabad / Secunderabad +19 other locations,"Salary & Benefits, Skill Development / Learning"
Utility Powertech,3.8,(543),Power | Hyderabad / Secunderabad +92 other locations,Work Life Balance
Bharti Infratel,4.6,(543),Telecom | Hyderabad / Secunderabad +72 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning"
Renault,4.1,(543),Automobile | Hyderabad / Secunderabad +146 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Andritz Hydro Location India,3.8,(544),Hyderabad / Secunderabad +28 other locations,Job Security
Innominds Software,3.3,(542),IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,
Marelli,3.6,(543),Auto Components | Hyderabad / Secunderabad +18 other locations,
Navin Fluorine International,3.8,(543),Chemicals | Hyderabad / Secunderabad +17 other locations,"Job Security, Salary & Benefits"
Alcon,3.8,(542),Medical Equipment | Hyderabad / Secunderabad +38 other locations,"Work Life Balance, Salary & Benefits"
RAK Ceramics,3.8,(542),Building Material | Hyderabad / Secunderabad +59 other locations,
Sandoz,4.0,(541),Pharma | Hyderabad / Secunderabad +20 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
RMC Readymix,3.7,(542),Building Material | Hyderabad / Secunderabad +67 other locations,
ArcelorMittal,4.1,(541),Iron & Steel | Hyderabad / Secunderabad +49 other locations,"Work Life Balance, Job Security, Company Culture"
Kellogg Brown and Root,4.1,(542),Engineering & Construction | Hyderabad / Secunderabad +36 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Telenor,4.1,(541),Telecom | Hyderabad / Secunderabad +116 other locations,"Company Culture, Work Life Balance, Salary & Benefits"
Paramount Health Services Tpa,3.8,(541),Insurance | Hyderabad / Secunderabad +38 other locations,Work Life Balance
Mahendra NextWealth IT,3.4,(540),IT Services & Consulting | Hyderabad / Secunderabad +25 other locations,
Vyapar,3.6,(541),Software Product | Hyderabad / Secunderabad +38 other locations,
Prestige Group,4.3,(539),Real Estate | Hyderabad / Secunderabad +30 other locations,"Work Life Balance, Job Security, Company Culture"
Kirloskar Pneumatic,4.0,(538),Industrial Machinery | Hyderabad / Secunderabad +19 other locations,"Job Security, Company Culture, Skill Development / Learning"
CTS Consulting & Technical Support,3.7,(538),Engineering & Construction | Hyderabad / Secunderabad +31 other locations,
FiveS Digital,3.4,(538),BPO | Hyderabad / Secunderabad +27 other locations,
QSpiders,3.7,(538),Education & Training | Hyderabad / Secunderabad +26 other locations,
Mr Cooper,4.0,(540),Financial Services | Hyderabad / Secunderabad +11 other locations,"Job Security, Company Culture, Work Life Balance"
CTS Consulting & Technical Support,3.7,(538),Engineering & Construction | Hyderabad / Secunderabad +31 other locations,
SIS Prosegur Holdings,3.4,(538),Law Enforcement & Security | Hyderabad / Secunderabad +89 other locations,
Vestige,4.3,(537),Fitness & Wellness | Hyderabad / Secunderabad +112 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning"
Virtual Employee,3.3,(537),Recruitment | Hyderabad / Secunderabad +22 other locations,
The Times of India,3.6,(536),Media & Entertainment | Hyderabad / Secunderabad +53 other locations,
Wow Momo Foods,3.5,(536),Hospitality | Hyderabad / Secunderabad +51 other locations,
Country Delight,3.9,(536),Food Processing | Hyderabad / Secunderabad +35 other locations,Salary & Benefits
Medlife,3.7,(536),Internet | Hyderabad / Secunderabad +28 other locations,
Craftsman Automation,3.8,(535),Auto Components | Hyderabad / Secunderabad +25 other locations,"Salary & Benefits, Skill Development / Learning"
RadiSys,3.8,(534),Telecom | Hyderabad / Secunderabad +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Yokohama,3.6,(534),Auto Components | Hyderabad / Secunderabad +43 other locations,Job Security
Avaada Group,4.2,(536),Power | Hyderabad / Secunderabad +65 other locations,"Job Security, Company Culture, Work Life Balance"
Eicher Motors,4.1,(533),Automobile | Hyderabad / Secunderabad +95 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
MAQ Software,2.8,(532),IT Services & Consulting | Hyderabad / Secunderabad +10 other locations,
AM Infoweb,3.9,(532),BPO | Hyderabad / Secunderabad +8 other locations,"Skill Development / Learning, Salary & Benefits, Work Life Balance"
MITS Global Consulting,4.5,(532),Recruitment | Hyderabad / Secunderabad +12 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Infiniti Research,3.4,(532),Hyderabad / Secunderabad +8 other locations,
Carlsberg,4.0,(534),Beverage | Hyderabad / Secunderabad +66 other locations,"Salary & Benefits, Job Security, Company Culture"
Fenesta Building Systems,4.0,(531),Building Material | Hyderabad / Secunderabad +71 other locations,"Job Security, Skill Development / Learning, Company Culture"
Stock Holding Corporation of India,3.6,(531),Financial Services | Hyderabad / Secunderabad +100 other locations,"Job Security, Work Life Balance"
Maxgen Technologies,4.5,(531),IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Ambit Finvest,4.0,(530),NBFC | Hyderabad / Secunderabad +106 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
Systra Consulting,3.9,(530),Engineering & Construction | Hyderabad / Secunderabad +40 other locations,Work Life Balance
GSPANN Technologies,4.1,(529),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,"Work Life Balance, Company Culture, Job Security"
LendingKart,3.5,(529),NBFC | Hyderabad / Secunderabad +44 other locations,
Bharat Fritz Werner,3.8,(528),Industrial Machinery | Hyderabad / Secunderabad +18 other locations,
Zolo,3.3,(528),Internet | Hyderabad / Secunderabad +24 other locations,
House Of Anita Dongre,4.2,(528),Fashion & Textile | Hyderabad / Secunderabad +47 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Groupm Media,3.7,(528),Marketing & Advertising | Hyderabad / Secunderabad +27 other locations,Job Security
Kidzee,3.9,(528),EdTech | Hyderabad / Secunderabad +116 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
Wellness Forever Medicare,3.8,(527),Retail | Hyderabad / Secunderabad +41 other locations,"Skill Development / Learning, Company Culture, Job Security"
Tracxn,2.9,(527),Internet | Hyderabad / Secunderabad +11 other locations,
Capital Business Systems,3.6,(527),IT Services & Consulting | Hyderabad / Secunderabad +111 other locations,
Castrol,4.2,(525),Petrochemicals | Hyderabad / Secunderabad +120 other locations,"Company Culture, Work Life Balance, Salary & Benefits"
Dusters Total Solutions Services,3.9,(525),Facility Management Services | Hyderabad / Secunderabad +61 other locations,Work Life Balance
Macawber Beekay,4.2,(525),Industrial Machinery | Hyderabad / Secunderabad +59 other locations,"Job Security, Work Life Balance, Work Satisfaction"
Infinity Learn,4.1,(526),EdTech | Hyderabad / Secunderabad +17 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning"
CDK Global,3.8,(524),IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
OMICS International,2.5,(524),Printing & Publishing | Hyderabad / Secunderabad +6 other locations,
Quikr,3.5,(523),Internet | Hyderabad / Secunderabad +24 other locations,
Celebi Aviation Holding,3.9,(523),Aviation | Hyderabad / Secunderabad +15 other locations,"Job Security, Skill Development / Learning"
Micron Electricals,4.0,(523),Engineering & Construction | Hyderabad / Secunderabad +18 other locations,"Job Security, Skill Development / Learning, Work Life Balance"
Reliance Life Sciences,3.6,(523),Clinical Research | Hyderabad / Secunderabad +34 other locations,Job Security
Fena,4.1,(522),FMCG | Hyderabad / Secunderabad +83 other locations,"Job Security, Company Culture, Work Life Balance"
Jaipur Rugs,4.3,(522),Fashion & Textile | Hyderabad / Secunderabad +20 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
Anudip Foundation,3.7,(522),Non-Profit | Hyderabad / Secunderabad +62 other locations,
Tradeshala,4.5,(522),Education & Training | Hyderabad / Secunderabad +8 other locations,"Work Life Balance, Skill Development / Learning, Company Culture"
Vimta Labs,3.4,(522),Clinical Research | Hyderabad / Secunderabad +29 other locations,
FMC Corporation,3.9,(522),Agro Chemicals | Hyderabad / Secunderabad +116 other locations,"Work Life Balance, Salary & Benefits, Company Culture"
Canon,4.0,(521),Consumer Electronics & Appliances | Hyderabad / Secunderabad +66 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Scaler Academy,3.5,(521),EdTech | Hyderabad / Secunderabad +8 other locations,
Karvy Data Management Services,4.0,(521),Analytics & KPO | Hyderabad / Secunderabad +81 other locations,"Work Satisfaction, Company Culture, Work Life Balance"
Ziqitza Health Care,3.9,(520),Healthcare | Hyderabad / Secunderabad +60 other locations,Work Life Balance
EC-Council,4.1,(520),EdTech | Hyderabad / Secunderabad +18 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Wockhardt Hospital,4.0,(519),Healthcare | Hyderabad / Secunderabad +27 other locations,"Company Culture, Work Life Balance, Job Security"
Foray Software,3.4,(519),IT Services & Consulting | Hyderabad / Secunderabad +17 other locations,
Allianz Partners,3.7,(519),Insurance | Hyderabad / Secunderabad +18 other locations,"Job Security, Work Life Balance"
MR.DIY,3.4,(520),Retail | Hyderabad / Secunderabad +82 other locations,
Emaar India Limited,3.6,(519),Real Estate | Hyderabad / Secunderabad +18 other locations,
Mecon,3.9,(519),Metals & Mining | Hyderabad / Secunderabad +49 other locations,Work Life Balance
Sterling,4.0,(520),Healthcare | Hyderabad / Secunderabad +63 other locations,"Work Life Balance, Salary & Benefits"
Ge India Industrial,4.1,(519),Industrial Machinery | Hyderabad / Secunderabad +23 other locations,"Company Culture, Job Security, Skill Development / Learning"
Vivanta by Taj,4.2,(518),Hospitality | Hyderabad / Secunderabad +48 other locations,"Job Security, Skill Development / Learning, Company Culture"
Hitachi Cash Management Services,3.3,(518),Other | Hyderabad / Secunderabad +93 other locations,
N.C.L. Industries,3.8,(517),Building Material | Hyderabad / Secunderabad +70 other locations,
V.S.T Tillers Tractors,3.5,(517),Industrial Machinery | Hyderabad / Secunderabad +56 other locations,
Chaayos,3.4,(517),Retail | Hyderabad / Secunderabad +22 other locations,
Ralson Tyres Limited,3.6,(517),Auto Components | Hyderabad / Secunderabad +52 other locations,
DFM Foods,4.0,(517),FMCG | Hyderabad / Secunderabad +78 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
ExxonMobil,3.8,(518),Oil & Gas | Hyderabad / Secunderabad +39 other locations,"Salary & Benefits, Work Life Balance"
ACTE,4.7,(517),Education & Training | Hyderabad / Secunderabad +10 other locations,"Work Satisfaction, Job Security, Promotions / Appraisal"
C5i,4.0,(517),Analytics & KPO | Hyderabad / Secunderabad +16 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
