Name,Rating,Rating_count,Description,highly_rated_for
Advantmed,4.2,(1.1k),Healthcare | Hyderabad / Secunderabad +14 other locations,"Skill Development / Learning, Company Culture, Job Security"
Wonder Home Finance,4.6,(1.1k),NBFC | Hyderabad / Secunderabad +117 other locations,"Company Culture, Skill Development / Learning, Work Life Balance"
Jet Airways,4.6,(1.1k),Aviation | Hyderabad / Secunderabad +45 other locations,"Work Satisfaction, Company Culture, Work Life Balance"
Sundaram Finance,4.0,(1.1k),NBFC | Hyderabad / Secunderabad +248 other locations,"Job Security, Company Culture, Work Life Balance"
Zydus Wellness,4.1,(1.1k),FMCG | Hyderabad / Secunderabad +127 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
Jabil Circuit India,4.0,(1.1k),Electronics Manufacturing | Hyderabad / Secunderabad +31 other locations,"Company Culture, Skill Development / Learning, Job Security"
TK Elevator,3.8,(1.1k),Industrial Machinery | Hyderabad / Secunderabad +79 other locations,
GAIL,4.4,(1.1k),Oil & Gas | Hyderabad / Secunderabad +101 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Hikal,3.9,(1.1k),Pharma | Hyderabad / Secunderabad +22 other locations,"Job Security, Work Life Balance, Company Culture"
Kohler,3.7,(1.1k),Building Material | Hyderabad / Secunderabad +51 other locations,
Syngenta,4.2,(1.1k),Agriculture | Hyderabad / Secunderabad +170 other locations,"Work Life Balance, Company Culture, Skill Development / Learning"
Unicharm,4.0,(1.1k),FMCG | Hyderabad / Secunderabad +187 other locations,Salary & Benefits
Kirloskar Brothers,3.8,(1.1k),Industrial Machinery | Hyderabad / Secunderabad +73 other locations,Work Life Balance
PharmEasy,3.7,(1.1k),Internet | Hyderabad / Secunderabad +62 other locations,
V2 Retail,3.4,(1.1k),Retail | Hyderabad / Secunderabad +124 other locations,
NxtWave,3.5,(1.1k),EdTech | Hyderabad / Secunderabad +50 other locations,
Siemens Gamesa Renewable Power Private Limited,4.0,(1.1k),Power | Hyderabad / Secunderabad +69 other locations,"Work Life Balance, Company Culture"
Tube Investments of India,3.8,(1.1k),Engineering & Construction | Hyderabad / Secunderabad +63 other locations,Job Security
Power Grid Corporation of India,4.3,(1k),Power | Hyderabad / Secunderabad +231 other locations,"Company Culture, Salary & Benefits, Work Life Balance"
SYSKA LED Lights,2.9,(1k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +159 other locations,
MAHLE ANAND Filter Systems,3.9,(1k),Auto Components | Hyderabad / Secunderabad +38 other locations,"Job Security, Company Culture, Work Life Balance"
Asirvad Microfinance,3.8,(1k),NBFC | Hyderabad / Secunderabad +304 other locations,"Promotions / Appraisal, Salary & Benefits"
Sri Chaitanya Educational Institutions,3.7,(1k),Education & Training | Hyderabad / Secunderabad +100 other locations,
Air India Sats Airport Services,3.5,(1k),Aviation | Hyderabad / Secunderabad +48 other locations,
Spencer's Retail,3.8,(1k),Retail | Hyderabad / Secunderabad +63 other locations,
Vedanta Aluminium,3.8,(1k),Metals & Mining | Hyderabad / Secunderabad +45 other locations,"Salary & Benefits, Job Security"
CALIBEHR,4.0,(1k),IT Services & Consulting | Hyderabad / Secunderabad +178 other locations,"Company Culture, Skill Development / Learning"
Klm Axiva Finvest,4.4,(1k),NBFC | Hyderabad / Secunderabad +159 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
1point1 Solutions,3.3,(1k),BPO | Hyderabad / Secunderabad +18 other locations,
Zf Rane Automotive,3.9,(1k),Auto Components | Hyderabad / Secunderabad +50 other locations,"Skill Development / Learning, Job Security"
MG Motor,3.8,(1k),Automobile | Hyderabad / Secunderabad +98 other locations,
Gmmco,4.0,(1k),Industrial Machinery | Hyderabad / Secunderabad +89 other locations,"Skill Development / Learning, Job Security, Work Life Balance"
Pernod Ricard,3.5,(1k),Beverage | Hyderabad / Secunderabad +119 other locations,Salary & Benefits
Bharat Sanchar Nigam,3.9,(1k),Telecom | Hyderabad / Secunderabad +237 other locations,"Work Life Balance, Job Security, Work Satisfaction"
Godrej Agrovet,3.9,(1k),Agriculture | Hyderabad / Secunderabad +144 other locations,"Company Culture, Job Security"
Metropolis Healthcare,3.9,(1k),Healthcare | Hyderabad / Secunderabad +98 other locations,Skill Development / Learning
Kinara Capital,4.3,(1k),NBFC | Hyderabad / Secunderabad +113 other locations,"Company Culture, Work Life Balance, Salary & Benefits"
Dana Anand,4.0,(1k),Auto Components | Hyderabad / Secunderabad +48 other locations,"Company Culture, Job Security, Skill Development / Learning"
TKIL,4.1,(1k),Industrial Machinery | Hyderabad / Secunderabad +57 other locations,"Job Security, Company Culture, Work Life Balance"
Aarvi Encon,3.9,(1k),Recruitment | Hyderabad / Secunderabad +129 other locations,
Nexa,3.9,(1k),Automobile | Hyderabad / Secunderabad +209 other locations,Skill Development / Learning
Thermo Fisher Scientific,3.7,(1k),Biotechnology | Hyderabad / Secunderabad +34 other locations,Work Life Balance
Knorr-Bremse,3.4,(1k),Auto Components | Hyderabad / Secunderabad +30 other locations,
Hindustan Zinc,3.7,(1k),Metals & Mining | Hyderabad / Secunderabad +36 other locations,Salary & Benefits
Ceasefire Industries,3.1,(1k),Industrial Machinery | Hyderabad / Secunderabad +77 other locations,
Sahara India Pariwar,3.8,(1k),Broadcasting | Hyderabad / Secunderabad +247 other locations,
Aspire Systems,3.8,(1k),IT Services & Consulting | Hyderabad / Secunderabad +23 other locations,"Job Security, Company Culture, Work Life Balance"
Wheels,3.9,(1k),Auto Components | Hyderabad / Secunderabad +45 other locations,"Job Security, Skill Development / Learning"
BirlaNu,3.9,(1k),Building Material | Hyderabad / Secunderabad +107 other locations,"Job Security, Salary & Benefits"
IIFL Home Finance,3.8,(1k),NBFC | Hyderabad / Secunderabad +253 other locations,Work Life Balance
Temenos,3.2,(1k),Software Product | Hyderabad / Secunderabad +11 other locations,
Svatantra Microfin,3.9,(1k),NBFC | Hyderabad / Secunderabad +315 other locations,"Company Culture, Job Security, Skill Development / Learning"
Otis Elevator,4.1,(1k),Industrial Machinery | Hyderabad / Secunderabad +71 other locations,"Work Life Balance, Job Security, Company Culture"
Gharda Chemicals Limited,3.9,(1k),Agro Chemicals | Hyderabad / Secunderabad +72 other locations,"Job Security, Work Life Balance, Skill Development / Learning"
Lakshmi Machine Works,3.8,(1k),Industrial Machinery | Hyderabad / Secunderabad +32 other locations,Job Security
Vistaar Finance,4.0,(1k),NBFC | Hyderabad / Secunderabad +199 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning"
Netcracker Technology,3.0,(1k),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations,
Amara Raja Group,4.1,(1k),Auto Components | Hyderabad / Secunderabad +77 other locations,"Job Security, Skill Development / Learning, Company Culture"
ValueMomentum,3.2,(1k),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,
iQor Global Services,3.3,(1k),BPO | Hyderabad / Secunderabad +50 other locations,
Greenko Group,3.8,(1k),Power | Hyderabad / Secunderabad +78 other locations,"Job Security, Work Life Balance"
Vertiv,3.9,(1k),Electronics Manufacturing | Hyderabad / Secunderabad +52 other locations,Job Security
Allianz Technology,4.1,(1k),IT Services & Consulting | Hyderabad / Secunderabad +15 other locations,"Work Life Balance, Company Culture, Job Security"
Uber,4.2,(1k),Internet | Hyderabad / Secunderabad +52 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
MakeMyTrip,3.5,(996),Internet | Hyderabad / Secunderabad +45 other locations,
GVPR Engineers,3.7,(995),Engineering & Construction | Hyderabad / Secunderabad +90 other locations,
SitusAMC,3.3,(992),Financial Services | Hyderabad / Secunderabad +19 other locations,
TradeIndia (Infocom Network Private Limited),3.3,(992),Internet | Hyderabad / Secunderabad +42 other locations,
TÜV NORD,3.7,(991),Other | Hyderabad / Secunderabad +80 other locations,
Encora,3.4,(989),IT Services & Consulting | Hyderabad / Secunderabad +19 other locations,
Suzuki Motorcycle,4.0,(985),Automobile | Hyderabad / Secunderabad +120 other locations,"Job Security, Work Life Balance, Company Culture"
Lemon Tree Hotels,4.0,(985),Hospitality | Hyderabad / Secunderabad +77 other locations,"Company Culture, Job Security, Work Life Balance"
CarDekho Group,3.7,(985),Internet | Hyderabad / Secunderabad +81 other locations,
Fractal Analytics,4.0,(984),Analytics & KPO | Hyderabad / Secunderabad +17 other locations,"Job Security, Company Culture, Work Life Balance"
Tata Capital Housing Finance,4.0,(986),NBFC | Hyderabad / Secunderabad +163 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture"
AstraZeneca,3.9,(985),Pharma | Hyderabad / Secunderabad +50 other locations,"Work Life Balance, Salary & Benefits, Company Culture"
IB Group,3.8,(984),Food Processing | Hyderabad / Secunderabad +148 other locations,
JW Marriott,4.2,(983),Hospitality | Hyderabad / Secunderabad +43 other locations,"Job Security, Skill Development / Learning, Company Culture"
Colgate Palmolive,3.9,(982),FMCG | Hyderabad / Secunderabad +120 other locations,"Company Culture, Work Life Balance, Job Security"
Westside,3.8,(980),Retail | Hyderabad / Secunderabad +106 other locations,"Job Security, Skill Development / Learning"
Thomas Cook,4.0,(979),Travel & Tourism | Hyderabad / Secunderabad +81 other locations,"Job Security, Company Culture, Skill Development / Learning"
NBC Bearings,3.8,(979),Auto Components | Hyderabad / Secunderabad +29 other locations,"Job Security, Work Life Balance, Company Culture"
Perfetti Van Melle,4.2,(977),Hyderabad / Secunderabad +157 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Hitachi Energy,4.1,(978),Power | Hyderabad / Secunderabad +37 other locations,"Job Security, Work Life Balance, Company Culture"
Mastek,3.6,(976),IT Services & Consulting | Hyderabad / Secunderabad +23 other locations,
Star Cement,4.0,(977),Building Material | Hyderabad / Secunderabad +79 other locations,"Job Security, Work Life Balance, Company Culture"
Crompton Greaves Consumer Electricals,3.7,(975),Consumer Electronics & Appliances | Hyderabad / Secunderabad +104 other locations,Salary & Benefits
Secure Meters,4.0,(973),Electronics Manufacturing | Hyderabad / Secunderabad +71 other locations,"Company Culture, Job Security, Work Life Balance"
Bajaj Capital Insurance Broking Limited,4.4,(972),Insurance | Hyderabad / Secunderabad +136 other locations,"Company Culture, Skill Development / Learning, Work Life Balance"
Hitachi Payment Services,3.6,(970),FinTech | Hyderabad / Secunderabad +84 other locations,
ALLEN Career Institute,3.8,(971),Education & Training | Hyderabad / Secunderabad +69 other locations,Work Life Balance
Shyam Steel Group,3.5,(968),Iron & Steel | Hyderabad / Secunderabad +81 other locations,
Pristyn Care,3.2,(969),Internet | Hyderabad / Secunderabad +33 other locations,
United Breweries,3.3,(966),Beverage | Hyderabad / Secunderabad +103 other locations,
Unity Small Finance Bank,3.6,(976),Banking | Hyderabad / Secunderabad +145 other locations,
QX Global Group,3.0,(966),BPO | Hyderabad / Secunderabad +20 other locations,
Nasser S. Al Hajri Corporation,3.5,(964),Engineering & Construction | Hyderabad / Secunderabad +55 other locations,Job Security
Bounteous x Accolite,3.2,(964),IT Services & Consulting | Hyderabad / Secunderabad +15 other locations,
TechnipFMC,3.9,(963),Engineering & Construction | Hyderabad / Secunderabad +43 other locations,"Company Culture, Work Life Balance, Job Security"
Syrma SGS Technologies,4.0,(964),Electronics Manufacturing | Hyderabad / Secunderabad +22 other locations,"Job Security, Company Culture, Work Life Balance"
Malabar Gold and Diamonds,4.0,(963),Jewellery | Hyderabad / Secunderabad +127 other locations,"Job Security, Company Culture, Skill Development / Learning"
Cult.fit,3.5,(963),Fitness & Wellness | Hyderabad / Secunderabad +41 other locations,
Rebel Foods,3.7,(962),Hospitality | Hyderabad / Secunderabad +78 other locations,
Aparajitha Corporate Services,3.8,(962),Legal | Hyderabad / Secunderabad +97 other locations,Skill Development / Learning
Atlas Copco,4.1,(961),Industrial Machinery | Hyderabad / Secunderabad +56 other locations,"Job Security, Company Culture, Work Life Balance"
C&S Electric,4.0,(960),Electrical Equipment | Hyderabad / Secunderabad +58 other locations,"Job Security, Work Life Balance"
Mando Automotive,4.0,(960),Auto Components | Hyderabad / Secunderabad +21 other locations,"Job Security, Skill Development / Learning, Company Culture"
Comviva Technology,2.9,(958),Software Product | Hyderabad / Secunderabad +19 other locations,
Episource,3.9,(958),IT Services & Consulting | Hyderabad / Secunderabad +20 other locations,"Job Security, Company Culture, Skill Development / Learning"
ALTEN,3.6,(957),IT Services & Consulting | Hyderabad / Secunderabad +23 other locations,Work Life Balance
Pizza Hut,4.0,(957),Hospitality | Hyderabad / Secunderabad +128 other locations,"Skill Development / Learning, Job Security"
Kendriya Vidyalaya Sangathan,4.3,(955),Education & Training | Hyderabad / Secunderabad +230 other locations,"Work Life Balance, Skill Development / Learning, Company Culture"
Arohan Financial Services,3.9,(956),NBFC | Hyderabad / Secunderabad +228 other locations,Salary & Benefits
VIP Industries,3.8,(955),Retail | Hyderabad / Secunderabad +94 other locations,
Softenger,3.9,(954),IT Services & Consulting | Hyderabad / Secunderabad +33 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Barclays Global Service Centre,3.9,(954),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,"Work Life Balance, Company Culture, Job Security"
Hinduja Housing Finance,3.7,(954),NBFC | Hyderabad / Secunderabad +206 other locations,
Mahindra Automotives,3.9,(952),Automobile | Hyderabad / Secunderabad +127 other locations,"Job Security, Skill Development / Learning"
Fortrea Development India Private Limited,3.9,(950),Clinical Research | Hyderabad / Secunderabad +9 other locations,"Company Culture, Work Life Balance"
Collins Aerospace,3.8,(954),Defence & Aerospace | Hyderabad / Secunderabad +11 other locations,"Job Security, Work Life Balance"
Gannon Dunkerley & Co.,3.3,(949),Engineering & Construction | Hyderabad / Secunderabad +80 other locations,
Innodata India Private Limited,3.6,(948),IT Services & Consulting | Hyderabad / Secunderabad +23 other locations,
Everest Industries,3.8,(948),Building Material | Hyderabad / Secunderabad +96 other locations,Work Life Balance
Capacit'e Infraprojects,3.6,(946),Engineering & Construction | Hyderabad / Secunderabad +35 other locations,
LOREAL,3.8,(944),Beauty & Personal Care | Hyderabad / Secunderabad +99 other locations,Salary & Benefits
Lowe's,4.1,(944),Retail | Hyderabad / Secunderabad +9 other locations,"Company Culture, Work Life Balance, Job Security"
Amazon Web Services,3.8,(944),IT Services & Consulting | Hyderabad / Secunderabad +62 other locations,Salary & Benefits
Natco Pharma,4.0,(944),Pharma | Hyderabad / Secunderabad +64 other locations,"Work Life Balance, Job Security, Salary & Benefits"
Vaco Binary Semantics,3.2,(942),IT Services & Consulting | Hyderabad / Secunderabad +48 other locations,
Tikona Infinet,3.5,(939),Telecom | Hyderabad / Secunderabad +46 other locations,
General Mills,4.1,(938),Food Processing | Hyderabad / Secunderabad +54 other locations,"Work Life Balance, Company Culture, Job Security"
FLSmidth,3.6,(938),Industrial Machinery | Hyderabad / Secunderabad +24 other locations,Work Life Balance
Merino Industries,3.8,(938),Building Material | Hyderabad / Secunderabad +79 other locations,
JSW Group,3.8,(938),Iron & Steel | Hyderabad / Secunderabad +94 other locations,Job Security
Financial Software & Systems,3.6,(934),Software Product | Hyderabad / Secunderabad +32 other locations,
Quantiphi Analytics Solutions Private Limited,3.1,(934),IT Services & Consulting | Hyderabad / Secunderabad +17 other locations,
Jyothy Labs,4.1,(935),FMCG | Hyderabad / Secunderabad +194 other locations,"Company Culture, Job Security, Salary & Benefits"
Jubilant Pharmova,3.7,(935),Pharma | Hyderabad / Secunderabad +61 other locations,
Xebia,3.1,(933),IT Services & Consulting | Hyderabad / Secunderabad +20 other locations,
Salcomp Manufacturing,4.0,(933),Electronics Manufacturing | Hyderabad / Secunderabad +27 other locations,"Job Security, Skill Development / Learning, Company Culture"
Hathway,3.3,(933),Telecom | Hyderabad / Secunderabad +57 other locations,
Aircel,4.6,(932),Telecom | Hyderabad / Secunderabad +116 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Siemens Energy,4.1,(931),Power | Hyderabad / Secunderabad +49 other locations,"Work Life Balance, Job Security, Company Culture"
Škoda Auto Volkswagen,4.0,(929),Automobile | Hyderabad / Secunderabad +46 other locations,"Work Life Balance, Company Culture"
MasterCard,3.8,(927),FinTech | Hyderabad / Secunderabad +14 other locations,"Company Culture, Work Life Balance, Salary & Benefits"
Shriram General Insurance,3.5,(925),Insurance | Hyderabad / Secunderabad +199 other locations,
Tiger Analytics,3.7,(926),IT Services & Consulting | Hyderabad / Secunderabad +17 other locations,
Yokohama Off-Highway Tires,3.7,(925),Auto Components | Hyderabad / Secunderabad +38 other locations,
Pramerica Life Insurance,3.6,(922),Insurance | Hyderabad / Secunderabad +124 other locations,Work Life Balance
Sundaram Clayton,3.9,(921),Auto Components | Hyderabad / Secunderabad +29 other locations,"Skill Development / Learning, Salary & Benefits"
KEI Industries,4.2,(920),Electrical Equipment | Hyderabad / Secunderabad +100 other locations,"Salary & Benefits, Job Security, Work Life Balance"
J B Chemicals And Pharmaceuticals,3.9,(921),Pharma | Hyderabad / Secunderabad +92 other locations,
Astral Adhesives,3.9,(918),Chemicals | Hyderabad / Secunderabad +152 other locations,Salary & Benefits
Timken,3.9,(917),Industrial Machinery | Hyderabad / Secunderabad +44 other locations,Work Life Balance
Signify,3.5,(916),Consumer Electronics & Appliances | Hyderabad / Secunderabad +82 other locations,
Velocis Systems,3.8,(914),IT Services & Consulting | Hyderabad / Secunderabad +51 other locations,"Work Life Balance, Job Security"
Jaro Education,3.3,(913),EdTech | Hyderabad / Secunderabad +23 other locations,Salary & Benefits
Guidehouse,3.6,(913),Management Consulting | Hyderabad / Secunderabad +19 other locations,Salary & Benefits
Reliance Power,4.0,(914),Power | Hyderabad / Secunderabad +41 other locations,"Job Security, Work Life Balance, Work Satisfaction"
VeeTechnologies,3.8,(911),IT Services & Consulting | Hyderabad / Secunderabad +39 other locations,Job Security
Amazon Sellers Services,4.0,(908),Internet | Hyderabad / Secunderabad +67 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
Naukri,4.2,(909),Internet | Hyderabad / Secunderabad +72 other locations,"Job Security, Company Culture, Work Life Balance"
Aristo Pharmaceuticals,4.0,(907),Pharma | Hyderabad / Secunderabad +106 other locations,"Work Life Balance, Job Security, Company Culture"
Defence Research & Development Organisation,4.5,(907),Defence & Aerospace | Hyderabad / Secunderabad +55 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Apotex Research,3.8,(905),Pharma | Hyderabad / Secunderabad +14 other locations,Work Life Balance
Marsh McLennan,3.9,(905),Management Consulting | Hyderabad / Secunderabad +25 other locations,"Job Security, Company Culture, Work Life Balance"
Northcorp Software,4.8,(904),IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Amphenol Interconnect,4.2,(903),Electrical Equipment | Hyderabad / Secunderabad +18 other locations,"Work Life Balance, Job Security, Company Culture"
ICCS,3.0,(904),BPO | Hyderabad / Secunderabad +31 other locations,
mPokket,4.2,(902),NBFC | Hyderabad / Secunderabad +20 other locations,"Company Culture, Job Security, Skill Development / Learning"
Psp Projects,3.9,(900),Engineering & Construction | Hyderabad / Secunderabad +57 other locations,"Skill Development / Learning, Salary & Benefits"
HomeLane,3.3,(900),Architecture & Interior Design | Hyderabad / Secunderabad +35 other locations,
Technip Energies,4.0,(900),Engineering & Construction | Hyderabad / Secunderabad +39 other locations,"Company Culture, Job Security, Skill Development / Learning"
Nityo Infotech,3.3,(899),IT Services & Consulting | Hyderabad / Secunderabad +31 other locations,
Godfrey Phillips India,4.0,(899),FMCG | Hyderabad / Secunderabad +117 other locations,"Work Life Balance, Job Security, Company Culture"
AJIO,3.6,(898),Internet | Hyderabad / Secunderabad +200 other locations,
Test Yantra Software Solutions,3.0,(899),IT Services & Consulting | Hyderabad / Secunderabad +19 other locations,
KMV Projects Limited,4.2,(898),Engineering & Construction | Hyderabad / Secunderabad +68 other locations,"Salary & Benefits, Company Culture, Work Satisfaction"
Tafe Motors & Tractors,3.9,(898),Industrial Machinery | Hyderabad / Secunderabad +71 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Skipper,3.6,(897),Industrial Machinery | Hyderabad / Secunderabad +89 other locations,
Adani Enterprises,3.7,(896),Metals & Mining | Hyderabad / Secunderabad +76 other locations,Job Security
Knight Frank,4.1,(895),Real Estate | Hyderabad / Secunderabad +49 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Aviva Life Insurance India,3.5,(895),Insurance | Hyderabad / Secunderabad +120 other locations,
Volvo,4.0,(894),Automobile | Hyderabad / Secunderabad +38 other locations,"Work Life Balance, Company Culture, Job Security"
Rupeek,3.8,(897),FinTech | Hyderabad / Secunderabad +56 other locations,Work Life Balance
GE Healthcare,3.9,(894),Medical Equipment | Hyderabad / Secunderabad +36 other locations,"Company Culture, Work Life Balance, Job Security"
Egis  India Consulting Engineers,4.2,(892),Engineering & Construction | Hyderabad / Secunderabad +112 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
ivy,3.5,(892),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,Work Life Balance
BGR Energy Systems,3.8,(892),Engineering & Construction | Hyderabad / Secunderabad +54 other locations,Work Life Balance
Nirma,4.2,(892),FMCG | Hyderabad / Secunderabad +67 other locations,"Job Security, Work Life Balance, Work Satisfaction"
Bayer,4.0,(892),Pharma | Hyderabad / Secunderabad +114 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Volkswagen,4.1,(889),Automobile | Hyderabad / Secunderabad +102 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Bhanzu,3.8,(889),EdTech | Hyderabad / Secunderabad +14 other locations,
Deepak Fertilisers and Petrochemicals,4.1,(887),Chemicals | Hyderabad / Secunderabad +58 other locations,"Job Security, Work Life Balance, Skill Development / Learning"
Re Sustainability Limited,3.9,(884),Waste Management | Hyderabad / Secunderabad +84 other locations,"Job Security, Work Life Balance"
Navayuga Engineering Company,3.9,(884),Engineering & Construction | Hyderabad / Secunderabad +73 other locations,
OCS Group,4.1,(883),Facility Management Services | Hyderabad / Secunderabad +57 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Steag Energy Services,4.3,(881),Power | Hyderabad / Secunderabad +62 other locations,"Job Security, Work Life Balance, Company Culture"
Tata Chemicals,3.9,(882),Chemicals | Hyderabad / Secunderabad +86 other locations,"Job Security, Work Life Balance, Company Culture"
Vedanta Resources,3.7,(879),Metals & Mining | Hyderabad / Secunderabad +72 other locations,"Salary & Benefits, Job Security"
Yashoda Hospitals,3.9,(878),Healthcare | Hyderabad / Secunderabad +31 other locations,"Company Culture, Skill Development / Learning"
Updater Services,3.7,(875),Facility Management Services | Hyderabad / Secunderabad +102 other locations,
Medha Servo Drives,4.2,(875),Electrical Equipment | Hyderabad / Secunderabad +53 other locations,"Job Security, Skill Development / Learning, Company Culture"
Marks & Spencer,3.9,(873),Retail | Hyderabad / Secunderabad +60 other locations,"Job Security, Work Life Balance, Company Culture"
TNQ Tech Private Limited,3.6,(873),Printing & Publishing | Hyderabad / Secunderabad +14 other locations,
Next Education India,3.2,(871),EdTech | Hyderabad / Secunderabad +95 other locations,
Michelin,3.7,(871),Auto Components | Hyderabad / Secunderabad +47 other locations,"Work Life Balance, Job Security, Company Culture"
HT Media,3.1,(871),Media & Entertainment | Hyderabad / Secunderabad +42 other locations,
Alok Industries,3.6,(870),Fashion & Textile | Hyderabad / Secunderabad +34 other locations,
Vijay Sales,4.2,(865),Retail | Hyderabad / Secunderabad +52 other locations,"Job Security, Salary & Benefits, Company Culture"
CIEL HR,4.0,(865),Recruitment | Hyderabad / Secunderabad +103 other locations,"Work Life Balance, Company Culture"
BDR Pharmaceuticals International,4.1,(862),Pharma | Hyderabad / Secunderabad +26 other locations,"Job Security, Company Culture, Work Satisfaction"
Target,4.0,(862),Retail | Hyderabad / Secunderabad +17 other locations,"Work Life Balance, Company Culture, Job Security"
LanceSoft,3.3,(860),Recruitment | Hyderabad / Secunderabad +29 other locations,
Ashirvad Pipes,3.9,(860),Building Material | Hyderabad / Secunderabad +103 other locations,"Salary & Benefits, Skill Development / Learning"
RAMTeCH Software Solutions,3.6,(858),IT Services & Consulting | Hyderabad / Secunderabad +36 other locations,Job Security
Parekh Integrated Services,4.1,(858),Logistics | Hyderabad / Secunderabad +75 other locations,"Company Culture, Work Life Balance, Job Security"
C.R.I. Pumps,3.9,(857),Industrial Machinery | Hyderabad / Secunderabad +68 other locations,Skill Development / Learning
Consolidated Contractors,4.5,(857),Engineering & Construction | Hyderabad / Secunderabad +56 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
Serco,4.3,(856),Analytics & KPO | Hyderabad / Secunderabad +40 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
ACL Digital,3.6,(855),IT Services & Consulting | Hyderabad / Secunderabad +25 other locations,
Future Focus Infotech,3.4,(854),IT Services & Consulting | Hyderabad / Secunderabad +58 other locations,
Precision Infomatic M Pvt Ltd,3.8,(854),IT Services & Consulting | Hyderabad / Secunderabad +91 other locations,
Mahindra First Choice Wheels,3.8,(854),Internet | Hyderabad / Secunderabad +119 other locations,
Magna International,3.8,(852),Auto Components | Hyderabad / Secunderabad +21 other locations,Work Life Balance
Greenlam Industries,4.1,(851),Furniture & Furnishing | Hyderabad / Secunderabad +113 other locations,"Salary & Benefits, Work Life Balance, Job Security"
"Commonwealth Bank of Australia, India",2.9,(851),Financial Services | Hyderabad / Secunderabad +14 other locations,Salary & Benefits
LEAD School,3.3,(850),EdTech | Hyderabad / Secunderabad +104 other locations,
Tata Starbucks,4.0,(850),Hospitality | Hyderabad / Secunderabad +55 other locations,"Job Security, Company Culture, Work Life Balance"
Bechtel,3.9,(850),Engineering & Construction | Hyderabad / Secunderabad +31 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
Centum Electronics,3.5,(848),Electronics Manufacturing | Hyderabad / Secunderabad +18 other locations,Job Security
Athena BPO,3.3,(848),BPO | Hyderabad / Secunderabad +37 other locations,
FastInfo,4.2,(847),EdTech | Hyderabad / Secunderabad +8 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
National Health Mission,3.4,(847),Healthcare | Hyderabad / Secunderabad +276 other locations,
Carborundum Universal Limited,3.8,(846),Industrial Machinery | Hyderabad / Secunderabad +125 other locations,
Silaris Informations,3.0,(846),BPO | Hyderabad / Secunderabad +22 other locations,
Feedback Infrastructure Services,3.4,(845),Engineering & Construction | Hyderabad / Secunderabad +130 other locations,
Orient Electric,3.6,(844),Consumer Electronics & Appliances | Hyderabad / Secunderabad +81 other locations,
National Payments Corporation of India,3.7,(842),FinTech | Hyderabad / Secunderabad +11 other locations,"Job Security, Skill Development / Learning"
Intellipaat Software Solutions,3.8,(843),EdTech | Hyderabad / Secunderabad +16 other locations,"Skill Development / Learning, Salary & Benefits"
Shilpa Medicare,3.4,(840),Pharma | Hyderabad / Secunderabad +30 other locations,
Sona Comstar,4.0,(840),Auto Components | Hyderabad / Secunderabad +23 other locations,"Company Culture, Work Life Balance, Job Security"
JSW Paints,3.8,(841),Chemicals | Hyderabad / Secunderabad +161 other locations,
Panacea Biotec,3.6,(842),Biotechnology | Hyderabad / Secunderabad +70 other locations,
H&M,3.9,(838),Fashion & Textile | Hyderabad / Secunderabad +57 other locations,"Work Life Balance, Company Culture, Job Security"
Arvind Lifestyle Brands,4.0,(838),Retail | Hyderabad / Secunderabad +87 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Jaya Hind Industries,3.7,(835),Auto Components | Hyderabad / Secunderabad +37 other locations,
AuthBridge Research Services,3.2,(835),IT Services & Consulting | Hyderabad / Secunderabad +22 other locations,
Nlb Services,3.6,(835),Recruitment | Hyderabad / Secunderabad +21 other locations,
Ageas Federal Life Insurance,3.5,(834),Insurance | Hyderabad / Secunderabad +124 other locations,
Mahindra Tractors,4.1,(833),Automobile | Hyderabad / Secunderabad +129 other locations,"Company Culture, Skill Development / Learning, Work Life Balance"
